Make,Model,YOM,Mileage,Engine_Size,Fuel_Type,Transmission,Price
Mitsubishi,Mirage,2014,208509,1200,Petrol,Automatic,680000
Mitsubishi,Mirage,2014,120987,1200,Petrol,Automatic,730000
Mitsubishi,Mirage,2014,115000,990,Petrol,Automatic,920000
Mitsubishi,Mirage,2015,117000,990,Petrol,Automatic,900000
Mitsubishi,Mirage,2015,53994,1000,Petrol,Automatic,880000
Mitsubishi,Mirage,2016,125000,1190,Petrol,Automatic,1000000
Mitsubishi,Mirage,2016,117000,658,Petrol,Automatic,1065000
Mitsubishi,Mirage,2016,79000,1300,Petrol,Automatic,950000
Mitsubishi,Mirage,2016,79000,990,Petrol,Automatic,1015000
Mitsubishi,Mirage,2016,76000,1000,Petrol,Automatic,1165000
Mitsubishi,Mirage,2016,71000,990,Petrol,Automatic,1015000
Mitsubishi,Mirage,2016,60000,1200,Petrol,Automatic,965000
Mitsubishi,Mirage,2016,54000,658,Petrol,Automatic,1065000
Mitsubishi,Mirage,2016,32000,1300,Petrol,Automatic,950000
Mitsubishi,Mirage,2016,32000,990,Petrol,Automatic,950000
Mitsubishi,Outlander,2012,104000,2000,Petrol,Automatic,1430000
Mitsubishi,Outlander,2015,83000,2000,Petrol,Automatic,2715000
Mitsubishi,Outlander,2016,81000,2000,Petrol,Automatic,3365000
Mitsubishi,Outlander,2016,78000,2500,Petrol,Automatic,3300000
Mitsubishi,Outlander,2017,192000,2400,Petrol,Automatic,3915000
Mitsubishi,Outlander,2006,225704,2400,Petrol,Automatic,800000
Mitsubishi,Outlander,2006,201939,2400,Petrol,Automatic,530000
Mitsubishi,Outlander,2007,230954,2400,Petrol,Automatic,600000
Mitsubishi,Outlander,2008,171451,2400,Petrol,Automatic,700000
Mitsubishi,Outlander,2010,195812,2400,Petrol,Automatic,1550000
Mitsubishi,Outlander,2015,97000,2000,Petrol,Automatic,2000000
Mitsubishi,Outlander,2015,48681,1990,Petrol,Automatic,3000000
Mitsubishi,Outlander,2016,117000,2000,Petrol,Automatic,3600000
Mitsubishi,Outlander,2016,111606,2000,Petrol,Automatic,3150000
Mitsubishi,Outlander,2016,99262,2350,Petrol,Automatic,2700000
Mitsubishi,Outlander,2016,96902,2000,Petrol,Automatic,3500000
Mitsubishi,Outlander,2016,95000,2400,Petrol,Automatic,3515000
Mitsubishi,Outlander,2016,89000,2000,Petrol,Automatic,3665000
Mitsubishi,Outlander,2016,83000,2400,Petrol,Automatic,3515000
Mitsubishi,Outlander,2016,69000,2400,Petrol,Automatic,3405000
Mitsubishi,Outlander,2016,56000,2400,Petrol,Automatic,3465000
Mitsubishi,Outlander,2016,47186,2400,Petrol,Automatic,3450000
Mitsubishi,Outlander,2016,42902,2000,Petrol,Automatic,3350000
Mitsubishi,Outlander,2017,66438,1990,Petrol,Automatic,3800000
Mitsubishi,Outlander,2017,58000,1990,Petrol,Automatic,3500000
Mitsubishi,Outlander,2018,129000,2400,Petrol,Automatic,2200000
Mitsubishi,Outlander,2007,254000,2400,Petrol,Automatic,800000
Mitsubishi,Outlander,2008,189000,2352,Petrol,Automatic,1265000
Mitsubishi,Outlander,2011,120000,2000,Petrol,Automatic,1815000
Mitsubishi,Outlander,2012,130000,2012,Petrol,Automatic,1450000
Mitsubishi,Outlander,2016,59000,2000,Petrol,Automatic,3465000
Mitsubishi,Outlander,2017,57000,2000,Petrol,Automatic,3300000
Mitsubishi,Outlander,2014,81000,2000,Petrol,Automatic,3215000
Mitsubishi,Outlander,2016,98000,2195,Petrol,Automatic,3215000
Mitsubishi,Outlander,2016,98000,2000,Petrol,Automatic,3150000
Mitsubishi,Outlander,2015,134000,2000,Petrol,Automatic,2750000
Mitsubishi,Outlander,2016,78235,2000,Petrol,Automatic,2499999
Mitsubishi,Outlander,2015,46000,2000,Petrol,Automatic,3300000
Mitsubishi,Outlander,2016,195000,2000,Petrol,Automatic,3350000
Mitsubishi,Outlander,2016,75000,2500,Petrol,Automatic,3150000
Mitsubishi,Pajero,1988,380000,2700,Diesel,Manual,600000
Mitsubishi,Pajero,2001,85446,3500,Petrol,Automatic,600000
Mitsubishi,Pajero,2003,251000,2500,Diesel,Automatic,500000
Mitsubishi,Pajero,2003,109611,3500,Petrol,Automatic,1400000
Mitsubishi,Pajero,2006,127413,3000,Petrol,Automatic,1790000
Mitsubishi,Pajero,2008,179000,3000,Petrol,Automatic,1680000
Mitsubishi,Pajero,2010,184000,2500,Diesel,Automatic,2965000
Mitsubishi,Pajero,2011,190106,3200,Diesel,Automatic,1700000
Mitsubishi,Pajero,2013,144000,3200,Diesel,Automatic,2950000
Mitsubishi,Pajero,2015,108000,3200,Diesel,Automatic,4262503
Mitsubishi,Pajero,2016,74000,2500,Diesel,Automatic,5215000
Mitsubishi,Pajero,2017,117000,3200,Diesel,Automatic,5600000
Mitsubishi,Pajero,2017,68000,3200,Diesel,Automatic,6010000
Mitsubishi,Pajero,2003,185153,1800,Petrol,Automatic,650000
Mitsubishi,ralliart,2010,133000,2000,Petrol,Automatic,2555000
Mitsubishi,RVR,2012,72421,1800,Diesel,Manual,1750000
Mitsubishi,RVR,2008,212000,1800,Petrol,Automatic,1005000
Mitsubishi,RVR,2011,267507,2400,Petrol,Automatic,780000
Mitsubishi,RVR,2011,88000,1800,Petrol,Automatic,1370000
Mitsubishi,RVR,2011,68000,1800,Petrol,Automatic,1235000
Mitsubishi,RVR,2012,139000,2400,Petrol,Automatic,1495000
Mitsubishi,RVR,2012,123000,2000,Petrol,Automatic,1380000
Mitsubishi,RVR,2012,108000,2000,Petrol,Automatic,1565000
Mitsubishi,RVR,2013,82000,2000,Petrol,Automatic,1383500
Mitsubishi,RVR,2014,144000,1800,Petrol,Automatic,1400000
Mitsubishi,RVR,2015,33000,2400,Petrol,Automatic,2315000
Mitsubishi,RVR,2016,138000,1800,Petrol,Automatic,2515000
Mitsubishi,RVR,2016,109000,1800,Petrol,Automatic,2815000
Mitsubishi,RVR,2016,101000,2400,Petrol,Automatic,2515000
Mitsubishi,RVR,2016,100000,1800,Petrol,Automatic,2815000
Mitsubishi,RVR,2016,94000,1800,Petrol,Automatic,2815000
Mitsubishi,RVR,2016,62000,1800,Petrol,Automatic,2815000
Mitsubishi,RVR,2016,59000,1500,Petrol,Automatic,2400000
Mitsubishi,RVR,2017,64000,1500,Petrol,Automatic,2815000
Mitsubishi,RVR,2017,56000,2400,Petrol,Automatic,2615000
Mitsubishi,RVR,2017,46000,2400,Petrol,Automatic,3415000
Mitsubishi,RVR,2019,68000,1800,Petrol,Automatic,2070270
Mitsubishi,Shogun,2016,92000,3200,Petrol,Automatic,4915000
Mitsubishi,Space Wagon,2016,125000,1000,Petrol,Automatic,850000
Nissan,AD van,2008,133000,1400,Petrol,Automatic,500000
Nissan,AD van,2015,141000,1500,Petrol,Automatic,770000
Nissan,AD van,2015,114000,1500,Petrol,Automatic,790000
Nissan,AD van,2007,103000,1500,Petrol,Automatic,765000
Nissan,AD van,2008,206029,1200,Petrol,Automatic,450000
Nissan,AD van,2013,151710,1478,Petrol,Automatic,650000
Nissan,AD van,2013,135000,1500,Petrol,Automatic,595000
Nissan,AD van,2014,106053,1500,Petrol,Automatic,650000
Nissan,AD van,2014,101650,1600,Petrol,Automatic,650000
Nissan,AD van,2015,132059,1500,Petrol,Automatic,700000
Nissan,AD van,2015,114000,1500,Petrol,Automatic,915000
Nissan,AD van,2016,159000,1500,Petrol,Automatic,1015000
Nissan,AD van,2016,121353,1500,Petrol,Automatic,950000
Nissan,AD van,2016,115000,1500,Petrol,Automatic,995000
Nissan,AD van,2016,104000,1500,Petrol,Automatic,905000
Nissan,Bluebird,2003,175190,1800,Petrol,Automatic,350000
Nissan,Bluebird,2006,191803,2000,Petrol,Automatic,430000
Nissan,Bluebird,2007,365335,2000,Petrol,Automatic,550000
Nissan,Bluebird,2007,231568,2000,Petrol,Automatic,550000
Nissan,Bluebird,2007,183295,2000,Petrol,Automatic,600000
Nissan,Bluebird,2007,166841,2000,Petrol,Automatic,640000
Nissan,Bluebird,2007,100000,1500,Petrol,Automatic,590000
Nissan,Bluebird,2008,137711,2000,Petrol,Automatic,700000
Nissan,Caravan,2009,119001,2000,Petrol,Automatic,800000
Nissan,Caravan,2016,122000,2800,Petrol,Automatic,1750000
Nissan,Caravan,2014,254000,2000,Petrol,Automatic,1500000
Nissan,Caravan,2015,151000,2000,Petrol,Automatic,1750000
Nissan,Caravan,2015,108000,2000,Petrol,Automatic,1750000
Nissan,Caravan,2015,107220,2000,Petrol,Automatic,1750000
Nissan,Cube,2013,133000,1500,Petrol,Automatic,665000
Nissan,Cube,2014,120000,1500,Petrol,Automatic,705000
Nissan,Cube,2015,151000,1495,Petrol,Automatic,865000
Nissan,Cube,2015,150000,1490,Petrol,Automatic,650000
Nissan,Cube,2015,137696,1490,Petrol,Automatic,760000
Nissan,Cube,2015,132332,1500,Petrol,Automatic,730000
Nissan,Cube,2015,66000,1500,Petrol,Automatic,895000
Nissan,Dayz,2015,166000,650,Petrol,Automatic,670000
Nissan,Dayz,2015,129714,700,Petrol,Automatic,620000
Nissan,Dayz,2016,176000,650,Petrol,Automatic,865000
Nissan,Dayz,2016,116000,650,Petrol,Automatic,895000
Nissan,Dayz,2016,113000,658,Petrol,Automatic,795000
Nissan,Dayz,2016,75000,658,Petrol,Automatic,765000
Nissan,Dayz,2016,63000,650,Petrol,Automatic,850000
Nissan,Dayz,2017,48000,659,Petrol,Automatic,880000
Nissan,Dualis,2009,328096,2000,Petrol,Automatic,900000
Nissan,Dualis,2013,145000,2000,Petrol,Automatic,1115000
Nissan,Elgrand,2009,165323,2490,Petrol,Automatic,1200000
Nissan,Elgrand,2016,168000,2500,Petrol,Automatic,2505000
Nissan,Elgrand,2016,115000,1500,Petrol,Automatic,1865000
Nissan,Fuga,2010,113000,2490,Petrol,Automatic,1320000
Nissan,Fuga,2014,89300,2500,Petrol,Automatic,2200000
Nissan,Fuga,2014,76000,2500,Petrol,Automatic,1900000
Nissan,Fuga,2015,149821,2500,Petrol,Automatic,1550000
Nissan,Juke,2010,116822,1500,Petrol,Automatic,650000
Nissan,Juke,2011,123000,1600,Petrol,Automatic,865000
Nissan,Juke,2012,192737,1500,Petrol,Automatic,850000
Nissan,Juke,2012,156000,1500,Petrol,Automatic,1265000
Nissan,Juke,2012,91000,1500,Petrol,Automatic,1150000
Nissan,Juke,2013,203000,1500,Petrol,Automatic,950000
Nissan,Juke,2013,140000,1500,Petrol,Automatic,1300000
Nissan,Juke,2013,140000,1500,Petrol,Automatic,890000
Nissan,Juke,2013,122000,1500,Petrol,Automatic,1215000
Nissan,Juke,2013,108000,1500,Petrol,Automatic,1215000
Nissan,Juke,2013,76000,1000,Petrol,Automatic,1065000
Nissan,Juke,2014,135390,1500,Petrol,Automatic,1350000
Nissan,Juke,2014,126000,1500,Petrol,Automatic,1065000
Nissan,Juke,2014,107000,1500,Petrol,Automatic,1715000
Nissan,Juke,2014,56746,1500,Petrol,Automatic,1300000
Nissan,Juke,2016,189000,1500,Petrol,Automatic,1815000
Nissan,Juke,2016,123000,1500,Petrol,Automatic,1450000
Nissan,Juke,2016,118000,1500,Petrol,Automatic,1815000
Nissan,Juke,2016,101000,1500,Petrol,Automatic,1815000
Nissan,Juke,2016,101000,1500,Petrol,Automatic,1665000
Nissan,Juke,2016,92000,1500,Petrol,Automatic,1765000
Nissan,Juke,2016,92000,1500,Petrol,Automatic,1665000
Nissan,Juke,2016,91000,1600,Petrol,Automatic,1795000
Nissan,Juke,2016,88000,1400,Petrol,Automatic,1750000
Nissan,Juke,2016,86000,1500,Petrol,Automatic,1665000
Nissan,Juke,2016,72000,1500,Petrol,Automatic,1665000
Nissan,Juke,2016,64000,1400,Petrol,Automatic,1750000
Nissan,Juke,2016,37000,1500,Petrol,Automatic,1800000
Nissan,Juke,2014,179000,1600,Petrol,Automatic,1315000
Nissan,Lafesta,2006,162676,2000,Petrol,Automatic,450000
Nissan,Lafesta,2009,390370,2000,Petrol,Automatic,500000
Nissan,Lafesta,2010,229000,1960,Petrol,Automatic,700000
Nissan,Lafesta,2010,159527,2000,Petrol,Automatic,680000
Nissan,Lafesta,2011,161000,1800,Petrol,Automatic,715000
Nissan,Lafesta,2013,106000,1800,Petrol,Automatic,665000
Nissan,Latio,2012,105690,1198,Petrol,Automatic,830000
Nissan,Latio,2014,204150,1200,Petrol,Automatic,450000
Nissan,Latio,2014,78000,1190,Petrol,Automatic,850000
Nissan,Latio,2015,100000,1200,Petrol,Automatic,900000
Nissan,Latio,2016,107000,990,Petrol,Automatic,1115000
Nissan,Latio,2016,103000,1198,Petrol,Automatic,1095000
Nissan,Latio,2016,96000,1500,Petrol,Automatic,1550000
Nissan,Latio,2016,62000,1500,Petrol,Automatic,6800000
Nissan,Latio,2016,55000,1190,Petrol,Automatic,1200000
Nissan,March,2011,9999999,1000,Petrol,Automatic,420000
Nissan,March,2012,245261,1200,Petrol,Automatic,440000
Nissan,March,2012,192259,1200,Petrol,Automatic,390000
Nissan,March,2012,186000,1300,Petrol,Automatic,715000
Nissan,March,2012,112000,1200,Petrol,Automatic,565000
Nissan,March,2014,120000,1190,Petrol,Automatic,670000
Nissan,March,2014,106000,1200,Petrol,Automatic,530000
Nissan,March,2015,83000,1200,Petrol,Automatic,865000
Nissan,March,2015,74000,1200,Petrol,Automatic,865000
Nissan,March,2015,57000,1200,Petrol,Automatic,880000
Nissan,March,2016,179000,1200,Petrol,Automatic,885000
Nissan,March,2016,108000,1198,Petrol,Automatic,1115000
Nissan,March,2016,92000,1198,Petrol,Automatic,1115000
Nissan,March,2016,83000,1200,Petrol,Automatic,780000
Nissan,March,2016,78000,1198,Petrol,Automatic,1115000
Nissan,March,2016,40000,1198,Petrol,Automatic,1115000
Nissan,Navara,2005,142728,2500,Diesel,Automatic,800000
Nissan,Navara,2007,139263,2500,Petrol,Automatic,850000
Nissan,Navara,2009,140000,2500,Diesel,Automatic,1126000
Nissan,Note,2006,208332,1500,Petrol,Automatic,330000
Nissan,Note,2007,164000,1500,Petrol,Automatic,465000
Nissan,Note,2007,140298,1500,Petrol,Automatic,460000
Nissan,Note,2010,139695,1500,Petrol,Automatic,500000
Nissan,Note,2010,132000,1500,Petrol,Automatic,555000
Nissan,Note,2011,222000,1200,Petrol,Automatic,765000
Nissan,Note,2011,197268,1500,Petrol,Automatic,500000
Nissan,Note,2011,181535,1500,Petrol,Automatic,500000
Nissan,Note,2011,163000,1200,Petrol,Automatic,695000
Nissan,Note,2011,158000,1500,Petrol,Automatic,665000
Nissan,Note,2011,132000,1500,Petrol,Automatic,680000
Nissan,Note,2012,163000,1200,Petrol,Automatic,715000
Nissan,Note,2012,140000,1500,Petrol,Automatic,545000
Nissan,Note,2012,122000,1300,Petrol,Automatic,550000
Nissan,Note,2012,105000,1200,Petrol,Automatic,630000
Nissan,Note,2013,203797,1190,Petrol,Automatic,720000
Nissan,Note,2013,203000,1200,Petrol,Automatic,795000
Nissan,Note,2013,203000,1200,Petrol,Automatic,515000
Nissan,Note,2013,196000,1200,Petrol,Automatic,495000
Nissan,Note,2013,193000,1200,Petrol,Automatic,695000
Nissan,Note,2013,186686,1200,Petrol,Automatic,600000
Nissan,Note,2013,176532,1200,Petrol,Automatic,650000
Nissan,Note,2013,151000,1200,Petrol,Automatic,865000
Nissan,Note,2013,136000,1198,Petrol,Automatic,700000
Nissan,Note,2013,115910,1198,Petrol,Automatic,850000
Nissan,Note,2013,113814,1190,Petrol,Automatic,780000
Nissan,Note,2013,94000,1200,Petrol,Automatic,750000
Nissan,Note,2013,60875,1198,Petrol,Automatic,750000
Nissan,Note,2014,198000,1200,Petrol,Automatic,865000
Nissan,Note,2014,172552,1200,Petrol,Automatic,650000
Nissan,Note,2014,170570,1200,Petrol,Automatic,750000
Nissan,Note,2014,170083,1200,Petrol,Automatic,600000
Nissan,Note,2014,167968,1200,Petrol,Automatic,670000
Nissan,Note,2014,162000,1200,Petrol,Automatic,845000
Nissan,Note,2014,146490,1200,Petrol,Automatic,750000
Nissan,Note,2014,138115,1200,Petrol,Automatic,650000
Nissan,Note,2014,135000,1200,Petrol,Automatic,865000
Nissan,Note,2014,130208,1190,Petrol,Automatic,750000
Nissan,Note,2014,127793,1200,Petrol,Automatic,650000
Nissan,Note,2014,125000,1198,Petrol,Automatic,880000
Nissan,Note,2014,120940,1200,Petrol,Automatic,820000
Nissan,Note,2014,120000,1300,Petrol,Automatic,865000
Nissan,Note,2014,117000,1200,Petrol,Automatic,900000
Nissan,Note,2014,112000,1200,Petrol,Automatic,795000
Nissan,Note,2014,105000,1300,Petrol,Automatic,865000
Nissan,Note,2014,103000,1198,Petrol,Automatic,730000
Nissan,Note,2014,89000,1200,Petrol,Automatic,765000
Nissan,Note,2014,83854,1200,Petrol,Automatic,650000
Nissan,Note,2014,66000,1198,Petrol,Automatic,770000
Nissan,Note,2015,176000,1198,Petrol,Automatic,780000
Nissan,Note,2015,164000,1198,Petrol,Automatic,780000
Nissan,Note,2015,154000,1200,Petrol,Automatic,1165000
Nissan,Note,2015,154000,1198,Petrol,Automatic,830000
Nissan,Note,2015,150000,1200,Petrol,Automatic,970000
Nissan,Note,2015,145000,1198,Petrol,Automatic,795000
Nissan,Note,2015,132000,1198,Petrol,Automatic,880000
Nissan,Note,2015,130000,1200,Petrol,Automatic,915000
Nissan,Note,2015,120000,1200,Petrol,Automatic,965000
Nissan,Note,2015,107000,1200,Petrol,Automatic,895000
Nissan,Note,2015,99635,1200,Petrol,Automatic,750000
Nissan,Note,2015,96000,1200,Petrol,Automatic,1015000
Nissan,Note,2015,88969,1400,Petrol,Automatic,1080000
Nissan,Note,2015,87000,1200,Petrol,Automatic,865000
Nissan,Note,2015,84000,1200,Petrol,Automatic,845000
Nissan,Note,2015,79000,1190,Petrol,Automatic,958400
Nissan,Note,2015,79000,1200,Petrol,Automatic,950000
Nissan,Note,2015,75000,1200,Petrol,Automatic,700000
Nissan,Note,2015,68000,1500,Petrol,Automatic,980000
Nissan,Note,2015,58000,1200,Petrol,Automatic,1000000
Nissan,Note,2015,55748,1200,Petrol,Automatic,900000
Nissan,Note,2015,46000,1190,Petrol,Automatic,1000000
Nissan,Note,2015,33000,1500,Petrol,Automatic,1100000
Nissan,Note,2016,175000,1200,Petrol,Automatic,1265000
Nissan,Note,2016,163000,1200,Petrol,Automatic,1215000
Nissan,Note,2016,147000,1198,Petrol,Automatic,1110000
Nissan,Note,2016,145000,1190,Petrol,Automatic,1100000
Nissan,Note,2016,141532,1200,Petrol,Automatic,850000
Nissan,Note,2016,140782,1200,Petrol,Automatic,1000000
Nissan,Note,2016,138000,1200,Petrol,Automatic,1265000
Nissan,Note,2016,138000,1200,Petrol,Automatic,1215000
Nissan,Note,2016,138000,1200,Petrol,Automatic,1050000
Nissan,Note,2016,135000,1200,Petrol,Automatic,1045000
Nissan,Note,2016,133000,1300,Petrol,Automatic,1350000
Nissan,Note,2016,133000,1200,Petrol,Automatic,1150000
Nissan,Note,2016,129000,1200,Petrol,Automatic,1315000
Nissan,Note,2016,123000,1200,Petrol,Automatic,1180000
Nissan,Note,2016,123000,1200,Petrol,Automatic,1045000
Nissan,Note,2016,121000,1200,Petrol,Automatic,950000
Nissan,Note,2016,120000,1200,Petrol,Automatic,1045000
Nissan,Note,2016,116000,1200,Petrol,Automatic,995000
Nissan,Note,2016,116000,1198,Petrol,Automatic,1365000
Nissan,Note,2016,114000,1198,Petrol,Automatic,900000
Nissan,Note,2016,112000,1200,Petrol,Automatic,1265000
Nissan,Note,2016,112000,1200,Petrol,Automatic,1215000
Nissan,Note,2016,112000,1000,Petrol,Automatic,1000000
Nissan,Note,2016,107800,1190,Petrol,Automatic,1100000
Nissan,Note,2016,102017,1190,Petrol,Automatic,1100000
Nissan,Note,2016,101000,1200,Petrol,Automatic,1265000
Nissan,Note,2016,98000,1198,Petrol,Automatic,1300000
Nissan,Note,2016,97000,1200,Petrol,Automatic,1100000
Nissan,Note,2016,96000,1200,Petrol,Automatic,1195000
Nissan,Note,2016,96000,1200,Petrol,Automatic,1150000
Nissan,Note,2016,96000,1200,Petrol,Automatic,795000
Nissan,Note,2016,93000,1200,Petrol,Automatic,1265000
Nissan,Note,2016,92000,1198,Petrol,Automatic,1250000
Nissan,Note,2016,91000,1200,Petrol,Automatic,1200000
Nissan,Note,2016,89000,1200,Petrol,Automatic,1115000
Nissan,Note,2016,88000,1200,Petrol,Automatic,1150000
Nissan,Note,2016,87621,1300,Petrol,Automatic,1250000
Nissan,Note,2016,87000,1198,Petrol,Automatic,1115000
Nissan,Note,2016,86000,1200,Petrol,Automatic,1265000
Nissan,Note,2016,81000,1200,Petrol,Automatic,1045000
Nissan,Note,2016,80000,1200,Petrol,Automatic,1045000
Nissan,Note,2016,79000,1200,Petrol,Automatic,1215000
Nissan,Note,2016,79000,1200,Petrol,Automatic,1185000
Nissan,Note,2016,75000,1200,Petrol,Automatic,1215000
Nissan,Note,2016,73000,1200,Petrol,Automatic,1165000
Nissan,Note,2016,64000,1198,Petrol,Automatic,1115000
Nissan,Note,2016,63000,1200,Petrol,Automatic,1315000
Nissan,Note,2016,61000,1200,Petrol,Automatic,1065000
Nissan,Note,2016,60237,1300,Petrol,Automatic,1200000
Nissan,Note,2016,59271,1200,Petrol,Automatic,980000
Nissan,Note,2016,47000,1200,Petrol,Automatic,1045000
Nissan,Note,2016,47000,1198,Petrol,Automatic,1115000
Nissan,Note,2016,46000,1300,Petrol,Automatic,1350000
Nissan,Note,2016,46000,1200,Petrol,Automatic,1200000
Nissan,Note,2016,44000,1200,Petrol,Automatic,1265000
Nissan,Note,2016,35000,1200,Petrol,Automatic,1045000
Nissan,Note,2016,29620,1190,Petrol,Automatic,1100000
Nissan,Note,2016,18400,1190,Petrol,Automatic,1100000
Nissan,Note,2016,16000,1198,Petrol,Automatic,1310000
Nissan,Note,2016,14000,1198,Petrol,Automatic,1310000
Nissan,Note,2017,119000,1200,Petrol,Automatic,1115000
Nissan,Note,2017,108000,1200,Petrol,Automatic,1190000
Nissan,Note,2017,107000,1198,Petrol,Automatic,1340000
Nissan,Note,2017,101000,1500,Petrol,Automatic,1415000
Nissan,Note,2017,99000,1200,Petrol,Automatic,1150000
Nissan,Note,2017,98000,1190,Petrol,Automatic,1150000
Nissan,Note,2017,71000,1200,Petrol,Automatic,1350000
Nissan,Note,2017,65200,1200,Petrol,Automatic,1350000
Nissan,Note,2017,29000,1198,Petrol,Automatic,1165000
Nissan,Note,2022,42000,1198,Petrol,Automatic,2063040
Nissan,Note,2022,41000,1198,Petrol,Automatic,2063040
Nissan,Note,2012,100000,1300,Petrol,Automatic,580000
Nissan,Note,2016,130000,1200,Petrol,Automatic,1265000
Nissan,Note,2016,125000,1300,Petrol,Automatic,1350000
Nissan,Note,2016,108000,1200,Petrol,Automatic,1250000
Nissan,Note,2016,104000,1200,Petrol,Automatic,1265000
Nissan,Note,2016,104000,1200,Petrol,Automatic,1230000
Nissan,Note,2016,99000,1198,Petrol,Automatic,1265000
Nissan,Note,2016,83000,1200,Petrol,Automatic,1265000
Nissan,Note,2016,83000,1198,Petrol,Automatic,1265000
Nissan,Note,2016,80000,1200,Petrol,Automatic,1250000
Nissan,Note,2016,72000,1198,Petrol,Automatic,1265000
Nissan,Note,2016,71000,1198,Petrol,Automatic,1265000
Nissan,Note,2016,65000,1198,Petrol,Automatic,1265000
Nissan,Note,2016,64000,1197,Petrol,Automatic,1265000
Nissan,Note,2016,59000,1198,Petrol,Automatic,1265000
Nissan,Note,2017,133000,1198,Petrol,Automatic,1115000
Nissan,Note,2017,115000,1200,Petrol,Automatic,1350000
Nissan,Note,2017,107000,1198,Petrol,Automatic,1115000
Nissan,Note,2017,100000,1198,Petrol,Automatic,1315000
Nissan,Note,2017,91000,1190,Petrol,Automatic,1300000
Nissan,Note,2017,86000,1200,Petrol,Automatic,1465000
Nissan,Note,2017,45000,1200,Petrol,Automatic,1350000
Nissan,Note,2018,50000,1200,Petrol,Automatic,1350000
Nissan,Note,2016,112000,1200,Petrol,Automatic,1215000
Nissan,Note,2016,102000,1500,Petrol,Automatic,1315000
Nissan,Note,2016,133000,1200,Petrol,Automatic,1330000
Nissan,Note,2016,115000,1200,Petrol,Automatic,1250000
Nissan,Note,2016,114000,1300,Petrol,Automatic,1250000
Nissan,Note,2016,114000,1200,Petrol,Automatic,1355000
Nissan,Note,2016,101000,1198,Petrol,Automatic,1315000
Nissan,Note,2016,80000,1200,Petrol,Automatic,1465000
Nissan,Note,2016,76000,1200,Petrol,Automatic,1045000
Nissan,NP 300,2011,163000,2500,Diesel,Manual,1515000
Nissan,NP200,2009,365255,1600,Petrol,Manual,520000
Nissan,NP200,2017,102297,1598,Petrol,Manual,850000
Nissan,NV200,2012,189000,1600,Diesel,Manual,775000
Nissan,NV200,2013,121000,1400,Diesel,Manual,895000
Nissan,NV200,2016,167000,1600,Diesel,Manual,1515000
Nissan,NV200,2011,163000,1600,Diesel,Automatic,815000
Nissan,NV200,2013,153000,1600,Diesel,Automatic,815000
Nissan,NV200,2014,104382,1590,Petrol,Automatic,1080000
Nissan,NV200,2016,198000,1500,Diesel,Automatic,1500000
Nissan,NV200,2016,175000,1500,Diesel,Automatic,1415000
Nissan,NV200,2016,154000,1500,Diesel,Automatic,1365000
Nissan,NV200,2016,132000,1600,Diesel,Automatic,1615000
Nissan,NV200,2016,126000,1500,Diesel,Automatic,1665000
Nissan,NV200,2016,113000,1500,Diesel,Automatic,1365000
Nissan,NV350,2013,180842,2500,Diesel,Automatic,1650000
Nissan,NV350,2015,166000,2500,Diesel,Automatic,2515000
Nissan,NV350,2015,112000,2500,Diesel,Automatic,1465000
Nissan,NV350,2016,223000,2800,Diesel,Automatic,2750000
Nissan,NV350,2016,198000,2500,Diesel,Automatic,2700000
Nissan,NV350,2016,63000,2500,Diesel,Automatic,2565000
Nissan,NV350,2018,210000,2500,Diesel,Automatic,3815000
Nissan,Patrol,1998,454756,4200,Petrol,Automatic,900000
Nissan,Patrol,2013,152000,3000,Diesel,Automatic,2865000
Nissan,Patrol,2015,121504,5600,Petrol,Automatic,6550000
Nissan,Patrol,2016,96000,5600,Petrol,Automatic,8515000
Nissan,Patrol,2017,53000,5700,Petrol,Automatic,11015000
Nissan,Serena,2004,176000,1400,Petrol,Automatic,450000
Nissan,Serena,2006,254702,2000,Petrol,Automatic,390000
Nissan,Serena,2007,261264,2000,Petrol,Automatic,650000
Nissan,Serena,2008,206000,2000,Petrol,Automatic,470000
Nissan,Serena,2009,155000,2000,Petrol,Automatic,590000
Nissan,Serena,2010,161913,1990,Petrol,Automatic,699999
Nissan,Serena,2011,321222,2000,Petrol,Automatic,600000
Nissan,Serena,2011,158000,2000,Petrol,Automatic,850000
Nissan,Serena,2013,144375,2000,Petrol,Automatic,1400000
Nissan,Serena,2014,108000,2000,Petrol,Automatic,1365000
Nissan,Serena,2015,126000,2000,Petrol,Automatic,1700000
Nissan,Serena,2016,210000,1800,Petrol,Automatic,1680000
Nissan,Serena,2016,188000,1800,Petrol,Automatic,1300000
Nissan,Serena,2016,164000,2000,Petrol,Automatic,1965000
Nissan,Serena,2016,151000,2000,Petrol,Automatic,1615000
Nissan,Serena,2016,140000,2000,Petrol,Automatic,1715000
Nissan,Serena,2016,123000,2000,Petrol,Automatic,1700000
Nissan,Serena,2016,122000,1997,Petrol,Automatic,1765000
Nissan,Serena,2016,114000,2000,Petrol,Automatic,1765000
Nissan,Serena,2016,104000,1800,Petrol,Automatic,1700000
Nissan,Serena,2016,71000,1800,Petrol,Automatic,1980000
Nissan,Serena,2016,61300,2000,Petrol,Automatic,1800000
Nissan,Serena,2015,85000,1999,Petrol,Automatic,1880000
Nissan,Serena,2016,148000,2000,Petrol,Automatic,1615000
