Make,Model,YOM,Mileage,Engine_Size,Fuel_Type,Transmission,Price
Suzuki,Swift,2015,82044,1240,Petrol,Automatic,1160000
Suzuki,Swift,2015,74000,1200,Petrol,Automatic,1065000
Suzuki,Swift,2016,134000,1200,Petrol,Automatic,1165000
Suzuki,Swift,2016,126000,1300,Petrol,Automatic,1115000
Suzuki,Swift,2016,103000,1500,Petrol,Automatic,1315000
Suzuki,Swift,2016,96000,1300,Petrol,Automatic,1315000
Suzuki,Swift,2016,94000,1300,Petrol,Automatic,1115000
Suzuki,Swift,2016,86000,1300,Petrol,Automatic,1350000
Suzuki,Swift,2016,83000,1250,Petrol,Automatic,1215000
Suzuki,Swift,2016,83000,1240,Petrol,Automatic,1250000
Suzuki,Swift,2016,81000,1200,Petrol,Automatic,1215000
Suzuki,Swift,2016,53000,1300,Petrol,Automatic,1115000
Suzuki,Swift,2015,171000,1200,Petrol,Automatic,1115000
Suzuki,Swift,2016,166000,1200,Petrol,Automatic,1215000
Suzuki,Swift,2016,101000,1300,Petrol,Automatic,1365000
Suzuki,Swift,2017,46000,1200,Petrol,Automatic,1215000
Suzuki,Swift,2016,95000,1300,Petrol,Automatic,1365000
Suzuki,Swift,2016,93000,1200,Petrol,Automatic,1315000
Suzuki,Wagon R,2013,123000,650,Petrol,Automatic,680000
Suzuki,Wagon R,2012,347000,650,Petrol,Automatic,500000
Suzuki,Wagon R,2013,230905,650,Petrol,Automatic,550000
Suzuki,Wagon R,2013,137887,700,Petrol,Automatic,600000
Suzuki,Wagon R,2014,200000,700,Petrol,Automatic,700000
Suzuki,Wagon R,2015,167000,650,Petrol,Automatic,790000
Suzuki,Wagon R,2015,107000,650,Petrol,Automatic,790000
Suzuki,Wagon R,2015,97000,1200,Petrol,Automatic,765000
Suzuki,Wagon R,2015,78000,1000,Petrol,Automatic,890000
Suzuki,Wagon R,2016,110000,1000,Petrol,Automatic,895000
Suzuki,Wagon R,2016,101000,650,Petrol,Automatic,915000
Suzuki,Wagon R,2016,92000,650,Petrol,Automatic,865000
Suzuki,Wagon R,2016,88000,650,Petrol,Automatic,790000
Suzuki,Wagon R,2016,78000,960,Petrol,Automatic,930000
Suzuki,Wagon R,2016,26000,658,Petrol,Automatic,865000
TATA,SUPER ACE,2014,79000,702,Diesel,Manual,490000
Toyota,Allion,2004,250000,1800,Petrol,Automatic,630000
Toyota,Allion,2004,173591,1500,Petrol,Automatic,750000
Toyota,Allion,2005,196000,1800,Petrol,Automatic,695000
Toyota,Allion,2005,195052,1800,Petrol,Automatic,600000
Toyota,Allion,2006,215690,1800,Petrol,Automatic,550000
Toyota,Allion,2008,340069,1500,Petrol,Automatic,650000
Toyota,Allion,2010,355085,1800,Petrol,Automatic,750000
Toyota,Allion,2010,169661,1500,Petrol,Automatic,650000
Toyota,Allion,2011,226128,1800,Petrol,Automatic,950000
Toyota,Allion,2012,159000,1500,Petrol,Automatic,1315000
Toyota,Allion,2012,132000,1500,Petrol,Automatic,1395000
Toyota,Allion,2013,75960,1986,Petrol,Automatic,1300000
Toyota,Allion,2015,110000,1500,Petrol,Automatic,1665000
Toyota,Allion,2016,138000,1800,Petrol,Automatic,2415000
Toyota,Allion,2016,74000,1800,Petrol,Automatic,2265000
Toyota,Allion,2016,72168,1797,Petrol,Automatic,2580000
Toyota,Allion,2016,62000,1500,Petrol,Automatic,2615000
Toyota,Allion,2016,29184,1496,Petrol,Automatic,2470000
Toyota,Alphard,2005,205263,2400,Petrol,Automatic,630000
Toyota,Alphard,2006,65072,2400,Petrol,Automatic,780000
Toyota,Alphard,2007,296000,2400,Petrol,Automatic,1000000
Toyota,Alphard,2016,116000,2500,Petrol,Automatic,3950000
Toyota,Alphard,2016,116000,2000,Petrol,Automatic,3950000
Toyota,Alphard,2016,110000,2000,Petrol,Automatic,3795000
Toyota,Alphard,2016,92000,2400,Petrol,Automatic,3815000
Toyota,Alphard,2016,82946,2493,Petrol,Automatic,4800000
Toyota,Alphard,2016,58000,2500,Petrol,Automatic,4265000
Toyota,Alphard,2021,24725,2490,Petrol,Automatic,12300000
Toyota,Aqua,2015,122323,1500,Petrol,Automatic,1370000
Toyota,Aqua,2016,135827,1500,Petrol,Automatic,1580000
Toyota,Aqua,2016,124000,1000,Petrol,Automatic,1150000
Toyota,Aqua,2016,111100,1500,Petrol,Automatic,1500000
Toyota,Aqua,2016,108652,1500,Petrol,Automatic,1580000
Toyota,Aqua,2016,89014,1500,Petrol,Automatic,1580000
Toyota,Aqua,2016,82517,1500,Petrol,Automatic,1580000
Toyota,Aqua,2016,135000,1496,Petrol,Automatic,1520000
Toyota,Aqua,2016,109000,1500,Petrol,Automatic,1365000
Toyota,Aqua,2016,83000,1500,Petrol,Automatic,1265000
Toyota,Auris,2008,187566,1500,Petrol,Automatic,650000
Toyota,Auris,2008,123000,2012,Petrol,Automatic,950000
Toyota,Auris,2009,79000,1500,Petrol,Automatic,950000
Toyota,Auris,2011,164000,1500,Petrol,Automatic,1045000
Toyota,Auris,2012,186000,1800,Petrol,Automatic,1365000
Toyota,Auris,2012,130615,1490,Petrol,Automatic,925000
Toyota,Auris,2015,80000,1200,Petrol,Automatic,1750000
Toyota,Auris,2015,45000,1500,Petrol,Automatic,1615000
Toyota,Auris,2015,36540,1500,Petrol,Automatic,1750000
Toyota,Auris,2016,126000,1500,Petrol,Automatic,1895000
Toyota,Auris,2016,119000,1800,Petrol,Automatic,1750000
Toyota,Auris,2016,106000,1500,Petrol,Automatic,1983500
Toyota,Auris,2016,91000,1500,Petrol,Automatic,1965000
Toyota,Auris,2016,68000,1500,Petrol,Automatic,1965000
Toyota,Auris,2016,59000,1500,Petrol,Automatic,1765000
Toyota,Auris,2016,52762,1500,Petrol,Automatic,1700000
Toyota,Auris,2016,48000,1500,Petrol,Automatic,1950000
Toyota,Auris,2016,39000,1496,Petrol,Automatic,2000000
Toyota,Auris,2016,36215,1500,Petrol,Automatic,1680000
Toyota,Auris,2016,36000,1500,Petrol,Automatic,1865000
Toyota,Auris,2017,72000,1490,Petrol,Automatic,2000000
Toyota,Auris,2016,186000,1500,Petrol,Automatic,2265000
Toyota,Auris,2016,127000,1500,Petrol,Automatic,1815000
Toyota,Auris,2016,103000,1800,Petrol,Automatic,2015000
Toyota,Auris,2016,96000,1800,Petrol,Automatic,1865000
Toyota,Avensis,2004,155646,1990,Petrol,Automatic,500000
Toyota,Avensis,2005,212000,2000,Petrol,Automatic,565000
Toyota,Avensis,2005,126878,2000,Petrol,Automatic,600000
Toyota,Axio,2007,144706,1496,Petrol,Automatic,820000
Toyota,Axio,2008,321355,1500,Petrol,Automatic,650000
Toyota,Axio,2008,202287,1500,Petrol,Automatic,500000
Toyota,Axio,2008,196000,1500,Petrol,Automatic,785000
Toyota,Axio,2009,335523,1500,Petrol,Automatic,700000
Toyota,Axio,2009,179381,1500,Petrol,Automatic,550000
Toyota,Axio,2009,150000,1500,Petrol,Automatic,820000
Toyota,Axio,2009,100000,1500,Petrol,Automatic,825000
Toyota,Axio,2009,100000,1500,Petrol,Automatic,720000
Toyota,Axio,2010,249110,1500,Petrol,Automatic,790000
Toyota,Axio,2010,213741,1500,Petrol,Automatic,800000
Toyota,Axio,2010,201568,1500,Petrol,Automatic,800000
Toyota,Axio,2010,120000,1500,Petrol,Automatic,930000
Toyota,Axio,2012,98000,1500,Petrol,Automatic,665000
Toyota,Axio,2012,89000,1500,Petrol,Automatic,1015000
Toyota,Axio,2013,139000,1500,Petrol,Automatic,1315000
Toyota,Axio,2013,120000,1500,Petrol,Automatic,1140000
Toyota,Axio,2013,117000,1500,Petrol,Automatic,1390000
Toyota,Axio,2014,162069,1500,Petrol,Automatic,900000
Toyota,Axio,2014,133000,1500,Petrol,Automatic,1250000
Toyota,Axio,2014,132000,1500,Petrol,Automatic,1215000
Toyota,Axio,2014,117000,1500,Petrol,Automatic,1295000
Toyota,Axio,2015,125000,1300,Petrol,Automatic,1450000
Toyota,Axio,2015,113000,1500,Petrol,Automatic,1395000
Toyota,Axio,2015,45262,1500,Petrol,Automatic,1650000
Toyota,Axio,2016,215000,1500,Petrol,Automatic,1815000
Toyota,Axio,2016,133000,1600,Petrol,Automatic,1750000
Toyota,Axio,2016,132000,1500,Petrol,Automatic,1650000
Toyota,Axio,2016,107000,1500,Petrol,Automatic,1765000
Toyota,Axio,2016,107000,1500,Petrol,Automatic,1700000
Toyota,Axio,2016,98000,1500,Petrol,Automatic,1815000
Toyota,Axio,2016,97000,1500,Petrol,Automatic,1765000
Toyota,Axio,2016,92000,1300,Petrol,Automatic,1715000
Toyota,Axio,2016,90000,1500,Petrol,Automatic,1880000
Toyota,Axio,2016,89925,1496,Petrol,Automatic,2040000
Toyota,Axio,2016,87000,1500,Petrol,Automatic,1715000
Toyota,Axio,2016,84000,1500,Petrol,Automatic,1715000
Toyota,Axio,2016,82836,1496,Petrol,Automatic,1950000
Toyota,Axio,2016,80000,1500,Petrol,Automatic,1915000
Toyota,Axio,2016,77000,1500,Petrol,Automatic,1715000
Toyota,Axio,2016,67000,1500,Petrol,Automatic,1750000
Toyota,Axio,2016,60000,1500,Petrol,Automatic,1750000
Toyota,Axio,2016,57000,1329,Petrol,Automatic,1650000
Toyota,Axio,2016,45000,1500,Petrol,Automatic,1795000
Toyota,Axio,2016,43587,1496,Petrol,Automatic,1970000
Toyota,Axio,2016,40495,1500,Petrol,Automatic,2040000
Toyota,Axio,2016,30000,1329,Petrol,Automatic,1650000
Toyota,Axio,2016,30000,1320,Petrol,Automatic,1650000
Toyota,Axio,2017,142000,1500,Petrol,Automatic,1615000
Toyota,Axio,2017,133000,1500,Petrol,Automatic,1665000
Toyota,Axio,2017,125000,1500,Petrol,Automatic,1700000
Toyota,Axio,2017,112000,1500,Petrol,Automatic,1715000
Toyota,Axio,2017,103000,1500,Petrol,Automatic,1800000
Toyota,Axio,2018,28000,1500,Petrol,Automatic,1880000
Toyota,Axio,2014,81167,1496,Petrol,Automatic,2070000
Toyota,Axio,2015,112000,1500,Petrol,Automatic,1565000
Toyota,Axio,2015,109000,1500,Petrol,Automatic,1395000
Toyota,Axio,2015,97000,1500,Petrol,Automatic,1315000
Toyota,Axio,2015,65596,1496,Petrol,Automatic,2070000
Toyota,Axio,2016,168000,1500,Petrol,Automatic,1765000
Toyota,Axio,2016,147000,1500,Petrol,Automatic,1750000
Toyota,Axio,2016,147000,1500,Petrol,Automatic,1665000
Toyota,Axio,2016,142000,1500,Petrol,Automatic,1515000
Toyota,Axio,2016,114000,1500,Petrol,Automatic,1815000
Toyota,Axio,2016,111000,1500,Petrol,Automatic,1965000
Toyota,Axio,2016,102000,1500,Petrol,Automatic,1615000
Toyota,Axio,2016,98000,1500,Petrol,Automatic,1865000
Toyota,Axio,2016,88049,1496,Petrol,Automatic,2090000
Toyota,Axio,2016,82278,1496,Petrol,Automatic,1840000
Toyota,Axio,2016,77000,1500,Petrol,Automatic,1810000
Toyota,Belta,2005,186000,1000,Petrol,Automatic,565000
Toyota,Belta,2007,167935,1000,Petrol,Automatic,500000
Toyota,Belta,2011,120000,1300,Petrol,Automatic,690000
Toyota,Belta,2022,16000,1462,Petrol,Automatic,2935000
Toyota,C-HR,2016,105000,1800,Petrol,Automatic,3265000
Toyota,C-HR,2016,34000,1200,Petrol,Automatic,3400000
Toyota,C-HR,2019,9308,1200,Petrol,Automatic,4790000
Toyota,Caldina,2000,240019,1500,Petrol,Automatic,420000
Toyota,Caldina,2004,295457,2000,Petrol,Automatic,550000
Toyota,Caldina,2004,140000,1800,Petrol,Automatic,615000
Toyota,Camry,2015,69000,2000,Petrol,Automatic,1600000
Toyota,Camry,2016,102000,2500,Petrol,Automatic,2715000
Toyota,Coaster,2016,290000,4000,Petrol,Automatic,7115000
Toyota,Coaster,2016,218000,4000,Petrol,Automatic,7115000
Toyota,Coaster,2016,28000,4000,Petrol,Automatic,7115000
Toyota,Corolla,1997,285000,1331,Petrol,Automatic,445000
Toyota,Corolla,2000,211000,1500,Petrol,Automatic,415000
Toyota,Corolla,2000,195000,1500,Petrol,Automatic,495000
Toyota,Corolla,2003,135106,1598,Petrol,Automatic,520000
Toyota,Corolla,2005,186000,1500,Petrol,Automatic,515000
Toyota,Corolla,2008,303469,1500,Petrol,Automatic,450000
Toyota,Corolla,2012,126000,1496,Petrol,Automatic,1315000
Toyota,Corolla,2015,91000,1800,Petrol,Automatic,1515000
Toyota,Corolla,2016,66000,1500,Petrol,Automatic,1600000
Toyota,Corolla,2019,3943,1800,Petrol,Automatic,2750000
Toyota,Corolla,2022,4000,1500,Petrol,Automatic,3928160
Toyota,Corolla 110,1999,188550,1596,Petrol,Manual,430000
Toyota,Corona,1997,161979,1500,Petrol,Automatic,400000
Toyota,Crown,2005,190000,2000,Petrol,Automatic,550000
Toyota,Crown,2008,162997,3000,Petrol,Automatic,700000
Toyota,Crown,2010,135870,2500,Petrol,Automatic,850000
Toyota,Crown,2011,184877,2500,Petrol,Automatic,950000
Toyota,Crown,2013,76000,2400,Petrol,Automatic,2450000
Toyota,Crown,2015,115000,2500,Petrol,Automatic,2650000
Toyota,Crown,2018,66000,2000,Petrol,Automatic,4800000
Toyota,Crown,2019,76000,2000,Petrol,Automatic,3786000
Toyota,Crown,2012,146000,2500,Petrol,Automatic,1450000
Toyota,Crown,2015,90000,2500,Petrol,Automatic,2450000
Toyota,Crown,2016,91000,2500,Petrol,Automatic,3515000
Toyota,Crown,2010,196000,2500,Petrol,Automatic,1215000
Toyota,Crown,2016,189000,2500,Petrol,Automatic,1000000
Toyota,Crown,2016,88000,2500,Petrol,Automatic,3065000
Toyota,Crown,2012,132000,3500,Petrol,Automatic,1665000
Toyota,Crown,2013,125000,2500,Petrol,Automatic,2600000
Toyota,Dyna,2016,237000,2000,Petrol,Automatic,2400000
Toyota,Dyna,2017,58000,2000,Petrol,Automatic,2525000
Toyota,esquire,2016,177000,2000,Petrol,Automatic,2650000
Toyota,esquire,2016,164000,2000,Petrol,Automatic,2615000
Toyota,esquire,2016,153000,2000,Petrol,Automatic,2400000
Toyota,esquire,2016,136000,1800,Petrol,Automatic,2415000
Toyota,esquire,2016,107000,1800,Petrol,Automatic,2465000
Toyota,esquire,2016,101000,1800,Petrol,Automatic,2415000
Toyota,esquire,2016,96000,2000,Petrol,Automatic,2400000
Toyota,esquire,2016,81000,1800,Petrol,Automatic,2415000
Toyota,esquire,2016,76000,1800,Petrol,Automatic,2415000
Toyota,esquire,2016,66000,2000,Petrol,Automatic,2765000
Toyota,Estima,2007,166724,2400,Petrol,Automatic,895000
Toyota,Estima,2008,96046,2400,Petrol,Automatic,650000
Toyota,Estima,2016,105957,2362,Petrol,Automatic,2360000
Toyota,Fielder,2004,206000,1500,Petrol,Automatic,565000
Toyota,Fielder,2005,261896,1500,Petrol,Automatic,780000
Toyota,Fielder,2006,186000,1500,Petrol,Automatic,665000
Toyota,Fielder,2007,232000,1500,Petrol,Automatic,845000
Toyota,Fielder,2008,197000,1800,Petrol,Automatic,965000
Toyota,Fielder,2008,191000,1800,Petrol,Automatic,765000
Toyota,Fielder,2008,190000,1500,Petrol,Automatic,795000
Toyota,Fielder,2009,148000,1500,Petrol,Automatic,980000
Toyota,Fielder,2010,264809,1500,Petrol,Automatic,790000
Toyota,Fielder,2010,172000,1500,Petrol,Automatic,900000
Toyota,Fielder,2010,154000,1500,Petrol,Automatic,930000
Toyota,Fielder,2011,212190,1500,Petrol,Automatic,1150000
Toyota,Fielder,2011,186000,1500,Petrol,Automatic,945000
Toyota,Fielder,2011,148000,1500,Petrol,Automatic,915000
Toyota,Fielder,2011,137000,1500,Petrol,Automatic,1190000
Toyota,Fielder,2012,220000,1500,Petrol,Automatic,1050000
Toyota,Fielder,2012,199000,1500,Petrol,Automatic,985000
Toyota,Fielder,2012,124000,1500,Petrol,Automatic,1415000
Toyota,Fielder,2012,100235,1496,Petrol,Automatic,1150000
Toyota,Fielder,2013,280122,1500,Petrol,Automatic,900000
Toyota,Fielder,2014,229964,1500,Petrol,Automatic,900000
Toyota,Fielder,2014,128000,1800,Petrol,Automatic,1300000
Toyota,Fielder,2014,72000,1800,Petrol,Automatic,1500000
Toyota,Fielder,2014,45000,1500,Petrol,Automatic,1465000
Toyota,Fielder,2015,130892,1500,Petrol,Automatic,1070000
Toyota,Fielder,2015,129422,1500,Petrol,Automatic,1500000
Toyota,Fielder,2015,78000,1500,Petrol,Automatic,1650000
Toyota,Fielder,2015,77000,1500,Petrol,Automatic,1700000
Toyota,Fielder,2015,75000,1500,Petrol,Automatic,1915000
Toyota,Fielder,2015,74000,1500,Petrol,Automatic,1650000
Toyota,Fielder,2016,225000,1500,Petrol,Automatic,1865000
Toyota,Fielder,2016,149821,1500,Petrol,Automatic,1850000
Toyota,Fielder,2016,132000,1500,Petrol,Automatic,1800000
Toyota,Fielder,2016,128000,1500,Petrol,Automatic,1915000
Toyota,Fielder,2016,128000,1500,Petrol,Automatic,1765000
Toyota,Fielder,2016,128000,1500,Petrol,Automatic,1750000
Toyota,Fielder,2016,125000,1500,Petrol,Automatic,1750000
Toyota,Fielder,2016,123000,1500,Petrol,Automatic,1765000
Toyota,Fielder,2016,118000,1500,Petrol,Automatic,1765000
Toyota,Fielder,2016,113000,1500,Petrol,Automatic,1850000
Toyota,Fielder,2016,112516,1500,Petrol,Automatic,1970000
Toyota,Fielder,2016,111839,1496,Petrol,Automatic,2090000
Toyota,Fielder,2016,108467,1496,Petrol,Automatic,2100000
Toyota,Fielder,2016,96000,1500,Petrol,Automatic,2200000
Toyota,Fielder,2016,96000,1500,Petrol,Automatic,1795000
Toyota,Fielder,2016,94737,1496,Petrol,Automatic,2090000
Toyota,Fielder,2016,94000,1500,Petrol,Automatic,1765000
Toyota,Fielder,2016,92000,1500,Petrol,Automatic,1765000
Toyota,Fielder,2016,91000,1500,Petrol,Automatic,1865000
Toyota,Fielder,2016,91000,1500,Petrol,Automatic,1835000
Toyota,Fielder,2016,89000,1500,Petrol,Automatic,1865000
Toyota,Fielder,2016,88000,1500,Petrol,Automatic,1755000
Toyota,Fielder,2016,84000,1500,Petrol,Automatic,1765000
Toyota,Fielder,2016,82000,1500,Petrol,Automatic,1750000
Toyota,Fielder,2016,80000,1500,Petrol,Automatic,1665000
Toyota,Fielder,2016,55000,1500,Petrol,Automatic,1865000
Toyota,Fielder,2016,27000,1500,Petrol,Automatic,1865000
Toyota,Fielder,2017,173000,1496,Petrol,Automatic,1750000
Toyota,Fielder,2017,122052,1500,Petrol,Automatic,2150000
Toyota,Fielder,2017,80071,1496,Petrol,Automatic,2070000
Toyota,Fielder,2017,74000,1496,Petrol,Automatic,1900000
Toyota,Fielder,2017,62000,1500,Petrol,Automatic,1765000
Toyota,Fielder,2018,141000,1496,Petrol,Automatic,1980000
Toyota,Fielder,2018,121489,1500,Petrol,Automatic,2250000
Toyota,Fielder,2018,72000,1500,Petrol,Automatic,1950000
Toyota,Fielder,2014,96000,1500,Petrol,Automatic,1395000
Toyota,Fielder,2015,220000,1500,Petrol,Automatic,1545000
Toyota,Fielder,2015,152000,1500,Petrol,Automatic,1700000
Toyota,Fielder,2015,145000,1500,Petrol,Automatic,1415000
Toyota,Fielder,2015,105000,1500,Petrol,Automatic,1365000
Toyota,Fielder,2015,104000,1500,Petrol,Automatic,1595000
Toyota,Fielder,2015,94000,1500,Petrol,Automatic,1515000
Toyota,Fielder,2016,199000,1500,Petrol,Automatic,1865000
Toyota,Fielder,2016,149000,1500,Petrol,Automatic,1700000
Toyota,Fielder,2016,122000,1500,Petrol,Automatic,1765000
Toyota,Fielder,2016,116000,1500,Petrol,Automatic,1815000
Toyota,Fielder,2016,116000,1500,Petrol,Automatic,1700000
Toyota,Fielder,2016,105000,1500,Petrol,Automatic,1765000
Toyota,Fielder,2016,101000,1500,Petrol,Automatic,1765000
Toyota,Fielder,2016,98000,1500,Petrol,Automatic,1665000
Toyota,Fielder,2016,87000,1500,Petrol,Automatic,2015000
Toyota,Fielder,2016,87000,1500,Petrol,Automatic,1815000
Toyota,Fielder,2016,82000,1500,Petrol,Automatic,2015000
Toyota,Fielder,2016,75000,1500,Petrol,Automatic,1535000
Toyota,Fielder,2016,71000,1800,Petrol,Automatic,1815000
Toyota,Fielder,2017,134000,1490,Petrol,Automatic,1700000
Toyota,Fielder,2018,93000,1490,Petrol,Automatic,1800000
Toyota,Fielder,2016,161497,1500,Petrol,Automatic,1500000
Toyota,Fielder,2016,65000,1500,Petrol,Automatic,1995000
Toyota,Fielder,2016,60000,1500,Petrol,Automatic,1750000
Toyota,Fielder,2016,88000,1500,Petrol,Automatic,2315000
Toyota,Fj Cruiser,2017,103846,4000,Petrol,Automatic,5100000
Toyota,Fortuner,2010,239946,2982,Diesel,Automatic,2249998
Toyota,Fortuner,2012,158000,2700,Petrol,Automatic,3615000
Toyota,Fortuner,2015,68721,3000,Diesel,Automatic,4900000
Toyota,Fortuner,2015,51000,2700,Petrol,Automatic,6315000
Toyota,Fortuner,2016,108747,2400,Diesel,Automatic,4700000
Toyota,Fortuner,2016,81000,2700,Petrol,Automatic,7015000
Toyota,Fortuner,2016,78000,3000,Diesel,Automatic,6515000
Toyota,Fortuner,2016,78000,2800,Diesel,Automatic,6415000
Toyota,Fortuner,2016,75000,3000,Diesel,Automatic,6415000
Toyota,Fortuner,2016,66000,2700,Petrol,Automatic,6800000
Toyota,Fortuner,2016,66000,2500,Petrol,Automatic,6300000
Toyota,Fortuner,2016,58248,2800,Diesel,Automatic,6530000
Toyota,Fortuner,2016,51000,2800,Diesel,Automatic,6515000
Toyota,Fortuner,2016,41000,2700,Petrol,Automatic,6815000
Toyota,Fortuner,2017,47000,2980,Diesel,Automatic,4800000
Toyota,Fortuner,2017,29000,2755,Diesel,Automatic,6815000
Toyota,GT86,2012,124000,1500,Petrol,Automatic,1450000
Toyota,Harrier,1999,227625,2200,Petrol,Automatic,550000
Toyota,Harrier,1999,149821,2400,Petrol,Automatic,650000
Toyota,Harrier,2000,175319,3000,Petrol,Automatic,550000
Toyota,Harrier,2001,252336,3000,Petrol,Automatic,550000
Toyota,Harrier,2004,129733,2400,Petrol,Automatic,890000
Toyota,Harrier,2004,100000,2400,Petrol,Automatic,995000
Toyota,Harrier,2005,271822,2360,Petrol,Automatic,1400000
Toyota,Harrier,2005,100000,2000,Petrol,Automatic,1530000
Toyota,Harrier,2006,112000,3500,Petrol,Automatic,1515000
Toyota,Harrier,2007,207000,2400,Petrol,Automatic,990000
Toyota,Harrier,2007,149000,2400,Petrol,Automatic,1115000
Toyota,Harrier,2007,145000,2400,Petrol,Automatic,1465000
Toyota,Harrier,2008,209770,2400,Petrol,Automatic,1000000
Toyota,Harrier,2008,176000,2400,Petrol,Automatic,1865000
Toyota,Harrier,2008,172056,2400,Petrol,Automatic,1100000
Toyota,Harrier,2009,203000,2400,Petrol,Automatic,1815000
Toyota,Harrier,2009,188000,2400,Petrol,Automatic,1515000
Toyota,Harrier,2009,133000,2400,Petrol,Automatic,1465000
Toyota,Harrier,2009,130000,2400,Petrol,Automatic,1595000
Toyota,Harrier,2010,297236,2400,Petrol,Automatic,1500000
Toyota,Harrier,2010,145272,2400,Petrol,Automatic,1900000
Toyota,Harrier,2011,160000,2400,Petrol,Automatic,1915000
Toyota,Harrier,2012,151000,2400,Petrol,Automatic,2115000
Toyota,Harrier,2012,100000,2400,Petrol,Automatic,900000
Toyota,Harrier,2013,140000,2400,Petrol,Automatic,2215000
Toyota,Harrier,2014,127000,2000,Petrol,Automatic,2815000
Toyota,Harrier,2014,110000,2000,Petrol,Automatic,3600000
Toyota,Harrier,2014,103000,2000,Petrol,Automatic,3200000
Toyota,Harrier,2014,99000,2000,Petrol,Automatic,2715000
Toyota,Harrier,2014,97563,2000,Petrol,Automatic,3200000
Toyota,Harrier,2014,76000,2000,Petrol,Automatic,3500000
Toyota,Harrier,2014,53000,2000,Petrol,Automatic,3700000
Toyota,Harrier,2014,38000,2000,Petrol,Automatic,3650000
Toyota,Harrier,2015,126623,2000,Petrol,Automatic,3350000
Toyota,Harrier,2015,126000,2000,Petrol,Automatic,2700000
Toyota,Harrier,2015,115000,2000,Petrol,Automatic,3015000
Toyota,Harrier,2015,108000,2200,Petrol,Automatic,3515000
Toyota,Harrier,2015,100000,2000,Petrol,Automatic,3700000
Toyota,Harrier,2015,96000,2000,Petrol,Automatic,3000000
Toyota,Harrier,2015,96000,2000,Petrol,Automatic,2950000
Toyota,Harrier,2015,87030,2000,Petrol,Automatic,3600000
Toyota,Harrier,2015,79900,2000,Petrol,Automatic,3550000
Toyota,Harrier,2015,79500,2000,Petrol,Automatic,3750000
Toyota,Harrier,2015,79000,2000,Petrol,Automatic,3115000
Toyota,Harrier,2015,78000,2000,Petrol,Automatic,3215000
Toyota,Harrier,2015,62104,2000,Petrol,Automatic,3600000
Toyota,Harrier,2016,156000,2000,Petrol,Automatic,4215000
Toyota,Harrier,2016,149000,2000,Petrol,Automatic,3950000
Toyota,Harrier,2016,124000,2000,Petrol,Automatic,3815000
Toyota,Harrier,2016,117000,2000,Petrol,Automatic,4065000
Toyota,Harrier,2016,115000,2000,Petrol,Automatic,3800000
Toyota,Harrier,2016,113000,2000,Petrol,Automatic,4015000
Toyota,Harrier,2016,106000,2000,Petrol,Automatic,3700000
Toyota,Harrier,2016,105000,2000,Petrol,Automatic,3965000
Toyota,Harrier,2016,101000,2000,Petrol,Automatic,3715000
Toyota,Harrier,2016,99000,2000,Petrol,Automatic,3765000
Toyota,Harrier,2016,98000,2000,Petrol,Automatic,4215000
Toyota,Harrier,2016,96000,2000,Petrol,Automatic,3765000
Toyota,Harrier,2016,93000,2000,Petrol,Automatic,3750000
Toyota,Harrier,2016,90000,2000,Petrol,Automatic,3800000
Toyota,Harrier,2016,90000,2000,Petrol,Automatic,3765000
Toyota,Harrier,2016,90000,1986,Petrol,Automatic,3600000
Toyota,Harrier,2016,88000,2000,Petrol,Automatic,3900000
Toyota,Harrier,2016,88000,2000,Petrol,Automatic,3550000
Toyota,Harrier,2016,87000,2000,Petrol,Automatic,4015000
Toyota,Harrier,2016,87000,2000,Petrol,Automatic,3915000
Toyota,Harrier,2016,86000,2000,Petrol,Automatic,3500000
Toyota,Harrier,2016,84000,2016,Petrol,Automatic,3715000
Toyota,Harrier,2016,84000,1986,Petrol,Automatic,3500000
Toyota,Harrier,2016,83000,2000,Petrol,Automatic,4015000
Toyota,Harrier,2016,83000,2000,Petrol,Automatic,3900000
Toyota,Harrier,2016,81000,2000,Petrol,Automatic,3750000
Toyota,Harrier,2016,79000,2800,Petrol,Automatic,3815000
Toyota,Harrier,2016,79000,2000,Petrol,Automatic,3800000
Toyota,Harrier,2016,78000,2000,Petrol,Automatic,3815000
Toyota,Harrier,2016,78000,2000,Petrol,Automatic,3515000
Toyota,Harrier,2016,77000,2000,Petrol,Automatic,3965000
Toyota,Harrier,2016,76000,2000,Petrol,Automatic,3765000
Toyota,Harrier,2016,75000,2000,Petrol,Automatic,4015000
Toyota,Harrier,2016,75000,2000,Petrol,Automatic,3765000
Toyota,Harrier,2016,72000,2000,Petrol,Automatic,3765000
Toyota,Harrier,2016,72000,2000,Petrol,Automatic,3700000
Toyota,Harrier,2016,71000,2000,Petrol,Automatic,4000000
Toyota,Harrier,2016,71000,2000,Petrol,Automatic,3815000
Toyota,Harrier,2016,71000,2000,Petrol,Automatic,3550000
Toyota,Harrier,2016,70000,2000,Petrol,Automatic,4015000
Toyota,Harrier,2016,70000,2000,Petrol,Automatic,3765000
Toyota,Harrier,2016,68000,2500,Petrol,Automatic,3900000
Toyota,Harrier,2016,68000,2000,Petrol,Automatic,3815000
Toyota,Harrier,2016,68000,2000,Petrol,Automatic,3800000
Toyota,Harrier,2016,66000,2000,Petrol,Automatic,4015000
