Make,Model,Mileage,Engine_Size,Fuel_Type,Transmission,Age,Price
Mitsubishi,RVR,68000,1800,Petrol,Automatic,5,2070270
Mitsubishi,RVR,72421,1800,Diesel,Manual,12,1750000
Mitsubishi,RVR,108000,2000,Petrol,Automatic,12,1565000
Mitsubishi,RVR,139000,2400,Petrol,Automatic,12,1495000
Mitsubishi,RVR,144000,1800,Petrol,Automatic,10,1400000
Mitsubishi,RVR,82000,2000,Petrol,Automatic,11,1383500
Mitsubishi,RVR,123000,2000,Petrol,Automatic,12,1380000
Mitsubishi,RVR,88000,1800,Petrol,Automatic,13,1370000
Mitsubishi,RVR,68000,1800,Petrol,Automatic,13,1235000
Mitsubishi,RVR,212000,1800,Petrol,Automatic,16,1005000
Mitsubishi,RVR,267507,2400,Petrol,Automatic,13,780000
Mitsubishi,Shogun,92000,3200,Petrol,Automatic,8,4915000
Mitsubishi,Space Wagon,125000,1000,Petrol,Automatic,8,850000
Nissan,AD van,159000,1500,Petrol,Automatic,8,1015000
Nissan,AD van,115000,1500,Petrol,Automatic,8,995000
Nissan,AD van,121353,1500,Petrol,Automatic,8,950000
Nissan,AD van,114000,1500,Petrol,Automatic,9,915000
Nissan,AD van,104000,1500,Petrol,Automatic,8,905000
Nissan,AD van,114000,1500,Petrol,Automatic,9,790000
Nissan,AD van,141000,1500,Petrol,Automatic,9,770000
Nissan,AD van,103000,1500,Petrol,Automatic,17,765000
Nissan,AD van,132059,1500,Petrol,Automatic,9,700000
Nissan,AD van,151710,1478,Petrol,Automatic,11,650000
Nissan,AD van,101650,1600,Petrol,Automatic,10,650000
Nissan,AD van,106053,1500,Petrol,Automatic,10,650000
Nissan,AD van,135000,1500,Petrol,Automatic,11,595000
Nissan,AD van,133000,1400,Petrol,Automatic,16,500000
Nissan,AD van,206029,1200,Petrol,Automatic,16,450000
Nissan,Bluebird,137711,2000,Petrol,Automatic,16,700000
Nissan,Bluebird,166841,2000,Petrol,Automatic,17,640000
Nissan,Bluebird,183295,2000,Petrol,Automatic,17,600000
Nissan,Bluebird,100000,1500,Petrol,Automatic,17,590000
Nissan,Bluebird,365335,2000,Petrol,Automatic,17,550000
Nissan,Bluebird,231568,2000,Petrol,Automatic,17,550000
Nissan,Bluebird,191803,2000,Petrol,Automatic,18,430000
Nissan,Bluebird,175190,1800,Petrol,Automatic,21,350000
Nissan,Caravan,122000,2800,Petrol,Automatic,8,1750000
Nissan,Caravan,151000,2000,Petrol,Automatic,9,1750000
Nissan,Caravan,108000,2000,Petrol,Automatic,9,1750000
Nissan,Caravan,107220,2000,Petrol,Automatic,9,1750000
Nissan,Caravan,254000,2000,Petrol,Automatic,10,1500000
Nissan,Caravan,119001,2000,Petrol,Automatic,15,800000
Nissan,Cube,66000,1500,Petrol,Automatic,9,895000
Nissan,Cube,151000,1495,Petrol,Automatic,9,865000
Nissan,Cube,137696,1490,Petrol,Automatic,9,760000
Nissan,Cube,132332,1500,Petrol,Automatic,9,730000
Nissan,Cube,120000,1500,Petrol,Automatic,10,705000
Nissan,Cube,133000,1500,Petrol,Automatic,11,665000
Nissan,Cube,150000,1490,Petrol,Automatic,9,650000
Nissan,Dayz,116000,650,Petrol,Automatic,8,895000
Nissan,Dayz,48000,659,Petrol,Automatic,7,880000
Nissan,Dayz,176000,650,Petrol,Automatic,8,865000
Nissan,Dayz,63000,650,Petrol,Automatic,8,850000
Nissan,Dayz,113000,658,Petrol,Automatic,8,795000
Nissan,Dayz,75000,658,Petrol,Automatic,8,765000
Nissan,Dayz,166000,650,Petrol,Automatic,9,670000
Nissan,Dayz,129714,700,Petrol,Automatic,9,620000
Nissan,Dualis,145000,2000,Petrol,Automatic,11,1115000
Nissan,Dualis,328096,2000,Petrol,Automatic,15,900000
Nissan,Elgrand,168000,2500,Petrol,Automatic,8,2505000
Nissan,Elgrand,115000,1500,Petrol,Automatic,8,1865000
Nissan,Elgrand,165323,2490,Petrol,Automatic,15,1200000
Nissan,Fuga,89300,2500,Petrol,Automatic,10,2200000
Nissan,Fuga,76000,2500,Petrol,Automatic,10,1900000
Nissan,Fuga,149821,2500,Petrol,Automatic,9,1550000
Nissan,Fuga,113000,2490,Petrol,Automatic,14,1320000
Nissan,Juke,189000,1500,Petrol,Automatic,8,1815000
Nissan,Juke,118000,1500,Petrol,Automatic,8,1815000
Nissan,Juke,101000,1500,Petrol,Automatic,8,1815000
Nissan,Juke,37000,1500,Petrol,Automatic,8,1800000
Nissan,Juke,91000,1600,Petrol,Automatic,8,1795000
Nissan,Juke,92000,1500,Petrol,Automatic,8,1765000
Nissan,Juke,88000,1400,Petrol,Automatic,8,1750000
Nissan,Juke,64000,1400,Petrol,Automatic,8,1750000
Nissan,Juke,107000,1500,Petrol,Automatic,10,1715000
Nissan,Juke,101000,1500,Petrol,Automatic,8,1665000
Nissan,Juke,92000,1500,Petrol,Automatic,8,1665000
Nissan,Juke,86000,1500,Petrol,Automatic,8,1665000
Nissan,Juke,72000,1500,Petrol,Automatic,8,1665000
Nissan,Juke,123000,1500,Petrol,Automatic,8,1450000
Nissan,Juke,135390,1500,Petrol,Automatic,10,1350000
Nissan,Juke,179000,1600,Petrol,Automatic,10,1315000
Nissan,Juke,140000,1500,Petrol,Automatic,11,1300000
Nissan,Juke,56746,1500,Petrol,Automatic,10,1300000
Nissan,Juke,156000,1500,Petrol,Automatic,12,1265000
Nissan,Juke,122000,1500,Petrol,Automatic,11,1215000
Nissan,Juke,108000,1500,Petrol,Automatic,11,1215000
Nissan,Juke,91000,1500,Petrol,Automatic,12,1150000
Nissan,Juke,126000,1500,Petrol,Automatic,10,1065000
Nissan,Juke,76000,1000,Petrol,Automatic,11,1065000
Nissan,Juke,203000,1500,Petrol,Automatic,11,950000
Nissan,Juke,140000,1500,Petrol,Automatic,11,890000
Nissan,Juke,123000,1600,Petrol,Automatic,13,865000
Nissan,Juke,192737,1500,Petrol,Automatic,12,850000
Nissan,Juke,116822,1500,Petrol,Automatic,14,650000
Nissan,Lafesta,161000,1800,Petrol,Automatic,13,715000
Nissan,Lafesta,229000,1960,Petrol,Automatic,14,700000
Nissan,Lafesta,159527,2000,Petrol,Automatic,14,680000
Nissan,Lafesta,106000,1800,Petrol,Automatic,11,665000
Nissan,Lafesta,390370,2000,Petrol,Automatic,15,500000
Nissan,Lafesta,162676,2000,Petrol,Automatic,18,450000
Nissan,Latio,62000,1500,Petrol,Automatic,8,6800000
Nissan,Latio,96000,1500,Petrol,Automatic,8,1550000
Nissan,Latio,55000,1190,Petrol,Automatic,8,1200000
Nissan,Latio,107000,990,Petrol,Automatic,8,1115000
Nissan,Latio,103000,1198,Petrol,Automatic,8,1095000
Nissan,Latio,100000,1200,Petrol,Automatic,9,900000
Nissan,Latio,78000,1190,Petrol,Automatic,10,850000
Nissan,Latio,105690,1198,Petrol,Automatic,12,830000
Nissan,Latio,204150,1200,Petrol,Automatic,10,450000
Nissan,March,108000,1198,Petrol,Automatic,8,1115000
Nissan,March,92000,1198,Petrol,Automatic,8,1115000
Nissan,March,78000,1198,Petrol,Automatic,8,1115000
Nissan,March,40000,1198,Petrol,Automatic,8,1115000
Nissan,March,179000,1200,Petrol,Automatic,8,885000
Nissan,March,57000,1200,Petrol,Automatic,9,880000
Nissan,March,83000,1200,Petrol,Automatic,9,865000
Nissan,March,74000,1200,Petrol,Automatic,9,865000
Nissan,March,83000,1200,Petrol,Automatic,8,780000
Nissan,March,186000,1300,Petrol,Automatic,12,715000
Nissan,March,120000,1190,Petrol,Automatic,10,670000
Nissan,March,112000,1200,Petrol,Automatic,12,565000
Nissan,March,106000,1200,Petrol,Automatic,10,530000
Nissan,March,245261,1200,Petrol,Automatic,12,440000
Nissan,March,9999999,1000,Petrol,Automatic,13,420000
Nissan,March,192259,1200,Petrol,Automatic,12,390000
Nissan,Navara,140000,2500,Diesel,Automatic,15,1126000
Nissan,Navara,139263,2500,Petrol,Automatic,17,850000
Nissan,Navara,142728,2500,Diesel,Automatic,19,800000
Nissan,Note,42000,1198,Petrol,Automatic,2,2063040
Nissan,Note,41000,1198,Petrol,Automatic,2,2063040
Nissan,Note,86000,1200,Petrol,Automatic,7,1465000
Nissan,Note,80000,1200,Petrol,Automatic,8,1465000
Nissan,Note,101000,1500,Petrol,Automatic,7,1415000
Nissan,Note,116000,1198,Petrol,Automatic,8,1365000
Nissan,Note,114000,1200,Petrol,Automatic,8,1355000
Nissan,Note,133000,1300,Petrol,Automatic,8,1350000
Nissan,Note,46000,1300,Petrol,Automatic,8,1350000
Nissan,Note,125000,1300,Petrol,Automatic,8,1350000
Nissan,Note,71000,1200,Petrol,Automatic,7,1350000
Nissan,Note,65200,1200,Petrol,Automatic,7,1350000
Nissan,Note,115000,1200,Petrol,Automatic,7,1350000
Nissan,Note,45000,1200,Petrol,Automatic,7,1350000
Nissan,Note,50000,1200,Petrol,Automatic,6,1350000
Nissan,Note,107000,1198,Petrol,Automatic,7,1340000
Nissan,Note,133000,1200,Petrol,Automatic,8,1330000
Nissan,Note,102000,1500,Petrol,Automatic,8,1315000
Nissan,Note,129000,1200,Petrol,Automatic,8,1315000
Nissan,Note,63000,1200,Petrol,Automatic,8,1315000
Nissan,Note,100000,1198,Petrol,Automatic,7,1315000
Nissan,Note,101000,1198,Petrol,Automatic,8,1315000
Nissan,Note,16000,1198,Petrol,Automatic,8,1310000
Nissan,Note,14000,1198,Petrol,Automatic,8,1310000
Nissan,Note,98000,1198,Petrol,Automatic,8,1300000
Nissan,Note,91000,1190,Petrol,Automatic,7,1300000
Nissan,Note,175000,1200,Petrol,Automatic,8,1265000
Nissan,Note,138000,1200,Petrol,Automatic,8,1265000
Nissan,Note,112000,1200,Petrol,Automatic,8,1265000
Nissan,Note,101000,1200,Petrol,Automatic,8,1265000
Nissan,Note,93000,1200,Petrol,Automatic,8,1265000
Nissan,Note,86000,1200,Petrol,Automatic,8,1265000
Nissan,Note,44000,1200,Petrol,Automatic,8,1265000
Nissan,Note,130000,1200,Petrol,Automatic,8,1265000
Nissan,Note,104000,1200,Petrol,Automatic,8,1265000
Nissan,Note,83000,1200,Petrol,Automatic,8,1265000
Nissan,Note,99000,1198,Petrol,Automatic,8,1265000
Nissan,Note,83000,1198,Petrol,Automatic,8,1265000
Nissan,Note,72000,1198,Petrol,Automatic,8,1265000
Nissan,Note,71000,1198,Petrol,Automatic,8,1265000
Nissan,Note,65000,1198,Petrol,Automatic,8,1265000
Nissan,Note,59000,1198,Petrol,Automatic,8,1265000
Nissan,Note,64000,1197,Petrol,Automatic,8,1265000
Nissan,Note,87621,1300,Petrol,Automatic,8,1250000
Nissan,Note,114000,1300,Petrol,Automatic,8,1250000
Nissan,Note,108000,1200,Petrol,Automatic,8,1250000
Nissan,Note,80000,1200,Petrol,Automatic,8,1250000
Nissan,Note,115000,1200,Petrol,Automatic,8,1250000
Nissan,Note,92000,1198,Petrol,Automatic,8,1250000
Nissan,Note,104000,1200,Petrol,Automatic,8,1230000
Nissan,Note,163000,1200,Petrol,Automatic,8,1215000
Nissan,Note,138000,1200,Petrol,Automatic,8,1215000
Nissan,Note,112000,1200,Petrol,Automatic,8,1215000
Nissan,Note,79000,1200,Petrol,Automatic,8,1215000
Nissan,Note,75000,1200,Petrol,Automatic,8,1215000
Nissan,Note,60237,1300,Petrol,Automatic,8,1200000
Nissan,Note,91000,1200,Petrol,Automatic,8,1200000
Nissan,Note,46000,1200,Petrol,Automatic,8,1200000
Nissan,Note,96000,1200,Petrol,Automatic,8,1195000
Nissan,Note,108000,1200,Petrol,Automatic,7,1190000
Nissan,Note,79000,1200,Petrol,Automatic,8,1185000
Nissan,Note,123000,1200,Petrol,Automatic,8,1180000
Nissan,Note,154000,1200,Petrol,Automatic,9,1165000
Nissan,Note,73000,1200,Petrol,Automatic,8,1165000
Nissan,Note,29000,1198,Petrol,Automatic,7,1165000
Nissan,Note,98000,1190,Petrol,Automatic,7,1150000
Nissan,Note,133000,1200,Petrol,Automatic,8,1150000
Nissan,Note,96000,1200,Petrol,Automatic,8,1150000
Nissan,Note,88000,1200,Petrol,Automatic,8,1150000
Nissan,Note,99000,1200,Petrol,Automatic,7,1150000
Nissan,Note,89000,1200,Petrol,Automatic,8,1115000
Nissan,Note,119000,1200,Petrol,Automatic,7,1115000
Nissan,Note,87000,1198,Petrol,Automatic,8,1115000
Nissan,Note,64000,1198,Petrol,Automatic,8,1115000
Nissan,Note,47000,1198,Petrol,Automatic,8,1115000
Nissan,Note,133000,1198,Petrol,Automatic,7,1115000
Nissan,Note,107000,1198,Petrol,Automatic,7,1115000
Nissan,Note,147000,1198,Petrol,Automatic,8,1110000
Nissan,Note,33000,1500,Petrol,Automatic,9,1100000
Nissan,Note,97000,1200,Petrol,Automatic,8,1100000
Nissan,Note,145000,1190,Petrol,Automatic,8,1100000
Nissan,Note,107800,1190,Petrol,Automatic,8,1100000
Nissan,Note,102017,1190,Petrol,Automatic,8,1100000
Nissan,Note,29620,1190,Petrol,Automatic,8,1100000
Nissan,Note,18400,1190,Petrol,Automatic,8,1100000
Nissan,Note,88969,1400,Petrol,Automatic,9,1080000
Nissan,Note,61000,1200,Petrol,Automatic,8,1065000
Nissan,Note,138000,1200,Petrol,Automatic,8,1050000
Nissan,Note,135000,1200,Petrol,Automatic,8,1045000
Nissan,Note,123000,1200,Petrol,Automatic,8,1045000
Nissan,Note,120000,1200,Petrol,Automatic,8,1045000
Nissan,Note,81000,1200,Petrol,Automatic,8,1045000
Nissan,Note,80000,1200,Petrol,Automatic,8,1045000
Nissan,Note,47000,1200,Petrol,Automatic,8,1045000
Nissan,Note,35000,1200,Petrol,Automatic,8,1045000
Nissan,Note,76000,1200,Petrol,Automatic,8,1045000
Nissan,Note,96000,1200,Petrol,Automatic,9,1015000
Nissan,Note,58000,1200,Petrol,Automatic,9,1000000
Nissan,Note,140782,1200,Petrol,Automatic,8,1000000
Nissan,Note,46000,1190,Petrol,Automatic,9,1000000
Nissan,Note,112000,1000,Petrol,Automatic,8,1000000
Nissan,Note,116000,1200,Petrol,Automatic,8,995000
Nissan,Note,59271,1200,Petrol,Automatic,8,980000
Nissan,Note,68000,1500,Petrol,Automatic,9,980000
Nissan,Note,150000,1200,Petrol,Automatic,9,970000
Nissan,Note,120000,1200,Petrol,Automatic,9,965000
Nissan,Note,79000,1190,Petrol,Automatic,9,958400
Nissan,Note,79000,1200,Petrol,Automatic,9,950000
Nissan,Note,121000,1200,Petrol,Automatic,8,950000
Nissan,Note,130000,1200,Petrol,Automatic,9,915000
Nissan,Note,117000,1200,Petrol,Automatic,10,900000
Nissan,Note,55748,1200,Petrol,Automatic,9,900000
Nissan,Note,114000,1198,Petrol,Automatic,8,900000
Nissan,Note,107000,1200,Petrol,Automatic,9,895000
Nissan,Note,125000,1198,Petrol,Automatic,10,880000
Nissan,Note,132000,1198,Petrol,Automatic,9,880000
Nissan,Note,120000,1300,Petrol,Automatic,10,865000
Nissan,Note,105000,1300,Petrol,Automatic,10,865000
Nissan,Note,151000,1200,Petrol,Automatic,11,865000
Nissan,Note,198000,1200,Petrol,Automatic,10,865000
Nissan,Note,135000,1200,Petrol,Automatic,10,865000
Nissan,Note,87000,1200,Petrol,Automatic,9,865000
Nissan,Note,115910,1198,Petrol,Automatic,11,850000
Nissan,Note,141532,1200,Petrol,Automatic,8,850000
Nissan,Note,162000,1200,Petrol,Automatic,10,845000
Nissan,Note,84000,1200,Petrol,Automatic,9,845000
Nissan,Note,154000,1198,Petrol,Automatic,9,830000
Nissan,Note,120940,1200,Petrol,Automatic,10,820000
Nissan,Note,203000,1200,Petrol,Automatic,11,795000
Nissan,Note,112000,1200,Petrol,Automatic,10,795000
Nissan,Note,96000,1200,Petrol,Automatic,8,795000
Nissan,Note,145000,1198,Petrol,Automatic,9,795000
Nissan,Note,113814,1190,Petrol,Automatic,11,780000
Nissan,Note,176000,1198,Petrol,Automatic,9,780000
Nissan,Note,164000,1198,Petrol,Automatic,9,780000
Nissan,Note,66000,1198,Petrol,Automatic,10,770000
Nissan,Note,222000,1200,Petrol,Automatic,13,765000
Nissan,Note,89000,1200,Petrol,Automatic,10,765000
Nissan,Note,60875,1198,Petrol,Automatic,11,750000
Nissan,Note,130208,1190,Petrol,Automatic,10,750000
Nissan,Note,94000,1200,Petrol,Automatic,11,750000
Nissan,Note,170570,1200,Petrol,Automatic,10,750000
Nissan,Note,146490,1200,Petrol,Automatic,10,750000
Nissan,Note,99635,1200,Petrol,Automatic,9,750000
Nissan,Note,103000,1198,Petrol,Automatic,10,730000
Nissan,Note,203797,1190,Petrol,Automatic,11,720000
Nissan,Note,163000,1200,Petrol,Automatic,12,715000
Nissan,Note,75000,1200,Petrol,Automatic,9,700000
Nissan,Note,136000,1198,Petrol,Automatic,11,700000
Nissan,Note,163000,1200,Petrol,Automatic,13,695000
Nissan,Note,193000,1200,Petrol,Automatic,11,695000
Nissan,Note,132000,1500,Petrol,Automatic,13,680000
Nissan,Note,167968,1200,Petrol,Automatic,10,670000
Nissan,Note,158000,1500,Petrol,Automatic,13,665000
Nissan,Note,176532,1200,Petrol,Automatic,11,650000
Nissan,Note,172552,1200,Petrol,Automatic,10,650000
Nissan,Note,138115,1200,Petrol,Automatic,10,650000
Nissan,Note,127793,1200,Petrol,Automatic,10,650000
Nissan,Note,83854,1200,Petrol,Automatic,10,650000
Nissan,Note,105000,1200,Petrol,Automatic,12,630000
Nissan,Note,186686,1200,Petrol,Automatic,11,600000
Nissan,Note,170083,1200,Petrol,Automatic,10,600000
Nissan,Note,100000,1300,Petrol,Automatic,12,580000
Nissan,Note,132000,1500,Petrol,Automatic,14,555000
Nissan,Note,122000,1300,Petrol,Automatic,12,550000
Nissan,Note,140000,1500,Petrol,Automatic,12,545000
Nissan,Note,203000,1200,Petrol,Automatic,11,515000
Nissan,Note,139695,1500,Petrol,Automatic,14,500000
Nissan,Note,197268,1500,Petrol,Automatic,13,500000
Nissan,Note,181535,1500,Petrol,Automatic,13,500000
Nissan,Note,196000,1200,Petrol,Automatic,11,495000
Nissan,Note,164000,1500,Petrol,Automatic,17,465000
Nissan,Note,140298,1500,Petrol,Automatic,17,460000
Nissan,Note,208332,1500,Petrol,Automatic,18,330000
Nissan,NP 300,163000,2500,Diesel,Manual,13,1515000
Nissan,NP200,102297,1598,Petrol,Manual,7,850000
Nissan,NP200,365255,1600,Petrol,Manual,15,520000
Nissan,NV200,126000,1500,Diesel,Automatic,8,1665000
Nissan,NV200,132000,1600,Diesel,Automatic,8,1615000
Nissan,NV200,167000,1600,Diesel,Manual,8,1515000
Nissan,NV200,198000,1500,Diesel,Automatic,8,1500000
Nissan,NV200,175000,1500,Diesel,Automatic,8,1415000
Nissan,NV200,154000,1500,Diesel,Automatic,8,1365000
Nissan,NV200,113000,1500,Diesel,Automatic,8,1365000
Nissan,NV200,104382,1590,Petrol,Automatic,10,1080000
Nissan,NV200,121000,1400,Diesel,Manual,11,895000
Nissan,NV200,163000,1600,Diesel,Automatic,13,815000
Nissan,NV200,153000,1600,Diesel,Automatic,11,815000
Nissan,NV200,189000,1600,Diesel,Manual,12,775000
Nissan,NV350,210000,2500,Diesel,Automatic,6,3815000
Nissan,NV350,223000,2800,Diesel,Automatic,8,2750000
Nissan,NV350,198000,2500,Diesel,Automatic,8,2700000
Nissan,NV350,63000,2500,Diesel,Automatic,8,2565000
Nissan,NV350,166000,2500,Diesel,Automatic,9,2515000
Nissan,NV350,180842,2500,Diesel,Automatic,11,1650000
Nissan,NV350,112000,2500,Diesel,Automatic,9,1465000
Nissan,Patrol,53000,5700,Petrol,Automatic,7,11015000
Nissan,Patrol,96000,5600,Petrol,Automatic,8,8515000
Nissan,Patrol,121504,5600,Petrol,Automatic,9,6550000
Nissan,Patrol,152000,3000,Diesel,Automatic,11,2865000
Nissan,Patrol,454756,4200,Petrol,Automatic,26,900000
Nissan,Serena,71000,1800,Petrol,Automatic,8,1980000
Nissan,Serena,164000,2000,Petrol,Automatic,8,1965000
Nissan,Serena,48000,2000,Petrol,Automatic,8,1915000
Nissan,Serena,145000,1500,Petrol,Automatic,8,1900000
Nissan,Serena,85000,1999,Petrol,Automatic,9,1880000
Nissan,Serena,96000,1997,Petrol,Automatic,7,1850000
Nissan,Serena,140000,1800,Petrol,Automatic,8,1850000
Nissan,Serena,61300,2000,Petrol,Automatic,8,1800000
Nissan,Serena,114000,2000,Petrol,Automatic,8,1765000
Nissan,Serena,122000,1997,Petrol,Automatic,8,1765000
Nissan,Serena,150885,1990,Petrol,Automatic,8,1750000
Nissan,Serena,140000,2000,Petrol,Automatic,8,1715000
Nissan,Serena,126000,2000,Petrol,Automatic,9,1700000
Nissan,Serena,123000,2000,Petrol,Automatic,8,1700000
Nissan,Serena,104000,1800,Petrol,Automatic,8,1700000
Nissan,Serena,210000,1800,Petrol,Automatic,8,1680000
Nissan,Serena,151000,2000,Petrol,Automatic,8,1615000
Nissan,Serena,148000,2000,Petrol,Automatic,8,1615000
Nissan,Serena,144375,2000,Petrol,Automatic,11,1400000
Nissan,Serena,108000,2000,Petrol,Automatic,10,1365000
Nissan,Serena,188000,1800,Petrol,Automatic,8,1300000
Nissan,Serena,119958,2000,Petrol,Automatic,10,1200000
Nissan,Serena,158000,2000,Petrol,Automatic,13,850000
Nissan,Serena,161913,1990,Petrol,Automatic,14,699999
Nissan,Serena,261264,2000,Petrol,Automatic,17,650000
Nissan,Serena,321222,2000,Petrol,Automatic,13,600000
Nissan,Serena,155000,2000,Petrol,Automatic,15,590000
Nissan,Serena,206000,2000,Petrol,Automatic,16,470000
Nissan,Serena,176000,1400,Petrol,Automatic,20,450000
Nissan,Serena,254702,2000,Petrol,Automatic,18,390000
Nissan,Skyline,147505,1991,Petrol,Automatic,9,1850000
Nissan,Skyline,68392,2500,Petrol,Automatic,10,1850000
Nissan,Sunny,197000,1500,Petrol,Automatic,20,365000
Nissan,Sunny,155786,1500,Petrol,Automatic,20,330000
Nissan,Sunny,176118,1300,Petrol,Automatic,24,220000
Nissan,Sunny,183000,1300,Petrol,Manual,31,120000
Nissan,Sylphy,91000,1800,Petrol,Automatic,8,1815000
Nissan,Sylphy,48000,1800,Petrol,Automatic,8,1715000
Nissan,Sylphy,85000,1800,Petrol,Automatic,7,1715000
Nissan,Sylphy,35000,1500,Petrol,Automatic,8,1650000
Nissan,Sylphy,97000,1800,Petrol,Automatic,8,1615000
Nissan,Sylphy,74000,1800,Petrol,Automatic,8,1565000
Nissan,Sylphy,95000,1800,Petrol,Automatic,8,1545000
Nissan,Sylphy,110000,1800,Petrol,Automatic,9,1450000
Nissan,Sylphy,166200,2000,Petrol,Automatic,9,1390000
Nissan,Sylphy,166203,1800,Petrol,Automatic,9,1390000
Nissan,Sylphy,158497,1800,Petrol,Automatic,10,1350000
Nissan,Sylphy,114000,1800,Petrol,Automatic,11,1265000
Nissan,Sylphy,117000,1800,Petrol,Automatic,10,1265000
Nissan,Sylphy,84000,1800,Petrol,Automatic,10,1200000
Nissan,Sylphy,158000,1800,Petrol,Automatic,12,895000
Nissan,Teana,37000,1800,Petrol,Automatic,8,2400000
Nissan,Teana,91000,2400,Petrol,Automatic,8,1995000
Nissan,Teana,95000,2500,Petrol,Automatic,8,1865000
Nissan,Teana,158000,2500,Petrol,Automatic,9,1815000
Nissan,Teana,79000,2500,Petrol,Automatic,8,1765000
Nissan,Teana,48491,2500,Petrol,Automatic,8,1750000
Nissan,Teana,21000,2000,Petrol,Automatic,8,1665000
Nissan,Teana,58000,2195,Petrol,Automatic,8,1600000
Nissan,Teana,87300,2500,Petrol,Automatic,8,1590000
Nissan,Teana,166000,2500,Petrol,Automatic,9,1490000
Nissan,Teana,84363,2500,Petrol,Automatic,10,1450000
Nissan,Teana,137065,2488,Petrol,Automatic,10,1400000
Nissan,Teana,113000,2500,Petrol,Automatic,10,1350000
Nissan,Teana,71000,2000,Petrol,Automatic,10,1315000
Nissan,Teana,137656,2500,Petrol,Automatic,10,1200000
Nissan,Tiida,155260,1200,Petrol,Automatic,11,900000
Nissan,Tiida,168845,1500,Petrol,Automatic,12,750000
Nissan,Tiida,120000,1500,Petrol,Automatic,12,750000
Nissan,Tiida,321442,1500,Petrol,Automatic,12,700000
Nissan,Tiida,124000,1500,Petrol,Automatic,13,575000
Nissan,Tiida,171140,1500,Petrol,Automatic,14,550000
Nissan,Tiida,172910,1500,Petrol,Automatic,13,550000
Nissan,Tiida,178000,1500,Petrol,Automatic,14,535000
Nissan,Tiida,320527,1500,Petrol,Automatic,14,500000
Nissan,Tiida,114232,1500,Petrol,Automatic,13,400000
Nissan,Tiida,231477,1800,Petrol,Automatic,16,390000
Nissan,Tiida,190867,1500,Petrol,Automatic,18,380000
Nissan,Vanette,56000,1800,Petrol,Automatic,8,1465000
Nissan,Vanette,98000,1800,Petrol,Automatic,8,1165000
Nissan,Vanette,274835,1600,Petrol,Automatic,14,700000
Nissan,Vanette,312511,1600,Petrol,Automatic,13,650000
Nissan,Vanette,416509,1800,Petrol,Automatic,17,490000
Nissan,Vanette,363040,2000,Diesel,Automatic,16,450000
Nissan,Wingroad,79821,1500,Petrol,Automatic,8,1360000
Nissan,Wingroad,75421,1495,Petrol,Automatic,8,1360000
Nissan,Wingroad,188000,1500,Petrol,Automatic,8,1350000
Nissan,Wingroad,223000,1500,Petrol,Automatic,9,1300000
Nissan,Wingroad,137000,1500,Petrol,Automatic,8,1255000
Nissan,Wingroad,83000,1500,Petrol,Automatic,8,1215000
Nissan,Wingroad,195000,1500,Petrol,Automatic,8,1165000
Nissan,Wingroad,104000,1500,Petrol,Automatic,8,1095000
Nissan,Wingroad,12000,1500,Petrol,Automatic,8,995000
Nissan,Wingroad,132000,1500,Petrol,Automatic,9,965000
Nissan,Wingroad,115000,1500,Petrol,Automatic,8,965000
Nissan,Wingroad,223000,1500,Petrol,Automatic,9,870000
Nissan,Wingroad,108100,1500,Petrol,Automatic,10,850000
Nissan,Wingroad,137000,1490,Petrol,Automatic,9,840000
Nissan,Wingroad,148000,1500,Petrol,Automatic,13,765000
Nissan,Wingroad,170000,1500,Petrol,Automatic,14,705000
Nissan,Wingroad,142779,1500,Petrol,Automatic,10,590000
Nissan,Wingroad,229569,1500,Petrol,Automatic,11,580000
Nissan,Wingroad,234823,1500,Petrol,Automatic,15,550000
Nissan,Wingroad,185701,1500,Petrol,Automatic,14,550000
Nissan,Wingroad,222328,1500,Petrol,Automatic,13,550000
Nissan,Wingroad,152000,1500,Petrol,Automatic,14,515000
Nissan,Wingroad,129540,1500,Petrol,Automatic,14,500000
Nissan,Wingroad,266000,1490,Petrol,Automatic,16,450000
Nissan,Wingroad,177385,1500,Petrol,Automatic,15,450000
Nissan,Wingroad,156000,1500,Petrol,Automatic,19,370000
Nissan,Wingroad,113895,1500,Petrol,Automatic,15,350000
Nissan,X- trail,67223,1997,Petrol,Automatic,7,3680000
Nissan,X- trail,123000,2000,Petrol,Automatic,8,3500000
Nissan,X- trail,83000,2000,Petrol,Automatic,7,3500000
Nissan,X- trail,120000,2500,Petrol,Automatic,7,3350000
Nissan,X- trail,37000,1598,Petrol,Automatic,7,3215000
Nissan,X- trail,47826,2000,Petrol,Automatic,8,3130000
Nissan,X- trail,92000,2000,Petrol,Automatic,11,3010000
Nissan,X- trail,64000,2000,Petrol,Automatic,8,3010000
Nissan,X- trail,55958,1997,Petrol,Automatic,8,3010000
Nissan,X- trail,120000,2500,Petrol,Automatic,8,2950000
Nissan,X- trail,64000,2500,Petrol,Automatic,8,2950000
Nissan,X- trail,62000,2500,Petrol,Automatic,8,2950000
Nissan,X- trail,131000,2000,Petrol,Automatic,8,2950000
Nissan,X- trail,66000,1800,Petrol,Automatic,8,2950000
Nissan,X- trail,126000,2000,Petrol,Automatic,8,2915000
